순위,도서번호,도서명,링크,저자,출판사,출판일,판매가,정가,할인율,판매지수
764,168263935,AI 잘 쓰는 디자이너,https://www.yes24.com/product/goods/168263935,전하린,이지스퍼블리싱,2025년 12월,"18,900","21,000",10%,"2,742"
765,168228070,따라 하면서 완성하는 AWS 인프라 구축 입문,https://www.yes24.com/product/goods/168228070,최진영(럭키바닐라 3세),위키북스,2026년 01월,"31,500","35,000",10%,828
766,168226328,"Dify, 코딩 없이 AI 앱 개발의 시작",https://www.yes24.com/product/goods/168226328,"멀티코어, 조준희, 강장묵, 이상한, 윤철희",프리렉,2025년 12월,"22,500","25,000",10%,702
767,167785232,일잘러의 무기가 되는 엑셀 대시보드,https://www.yes24.com/product/goods/167785232,최준선,한빛미디어,2025년 12월,"24,300","27,000",10%,744
768,167600356,주얼리 디자인을 위한 미드저니(Midjourney) 가이드,https://www.yes24.com/product/goods/167600356,김규승,청담북스,2025년 11월,"23,750","25,000",5%,72
769,167584729,AI 자율학습 밑바닥부터 배우는 AI 에이전트,https://www.yes24.com/product/goods/167584729,다비드스튜디오,길벗,2025년 12월,"21,600","24,000",10%,"1,860"
770,167582352,피지컬 AI 컴퓨팅 센서편,https://www.yes24.com/product/goods/167582352,"김석진, 박경민, 신승호",골든벨,2026년 01월,"31,350","33,000",5%,438
771,167496127,AI와 언어학,https://www.yes24.com/product/goods/167496127,이은송,커뮤니케이션북스,2025년 12월,"12,000","12,000",,150
772,167455912,키득키득반반한 코딩 어린이스크래치&엔트리with 인터넷+AI,https://www.yes24.com/product/goods/167455912,놀이교육콘텐츠랩,마린북스,2025년 11월,"12,600","14,000",10%,960
773,167400777,AI와 패션 디자인 (큰글자책),https://www.yes24.com/product/goods/167400777,"마진주, 정연이",커뮤니케이션북스,2025년 12월,"25,000","25,000",,60
774,167388454,키득키득 반반한 OA 파워포인트&한글 with 인터넷+AI,https://www.yes24.com/product/goods/167388454,놀이교육콘텐츠랩,마린북스,2025년 11월,"12,600","14,000",10%,"1,644"
775,167387442,AI 법률문서 작성법 : 형사사건편,https://www.yes24.com/product/goods/167387442,김종엽,박영사,2025년 12월,"28,000","28,000",,714
776,167384326,요즘 바이브 코딩 제미나이 CLI 완벽 가이드,https://www.yes24.com/product/goods/167384326,김진환,골든래빗,2025년 12월,"23,400","26,000",10%,"4,566"
777,167131962,Do it! HTML+CSS 웹 표준의 정석,https://www.yes24.com/product/goods/167131962,고경희,이지스퍼블리싱,2025년 11월,"26,550","29,500",10%,654
778,165483454,한 권으로 끝내는 올인원 피그마,https://www.yes24.com/product/goods/165483454,오시내,제이펍,2025년 12월,"31,500","35,000",10%,"1,392"
779,165325500,현직교사가 만든 가장 쉬운 캔바 수업 활용! 캔바로 무엇이든 만들 수 있다,https://www.yes24.com/product/goods/165325500,"이서영, 유상숙, 양지현, 이상현",광문각출판미디어,2025년 11월,"19,000","19,000",,"2,568"
780,165140030,Prisma로 배우는 TypeScript 데이터베이스 프로그래밍 Prisma ORM 입문,https://www.yes24.com/product/goods/165140030,이규호,콩콩 컴퍼니,2025년 10월,"29,400","29,400",,96
781,164912355,공공기관 업무혁신을 위한 AI플레이북,https://www.yes24.com/product/goods/164912355,"신철, 김용환, 권영우, 최은호, 전영달, 윤기영, 김근오",6G웰니스,2025년 11월,"20,700","23,000",10%,108
782,164773671,AI와 무용 교육,https://www.yes24.com/product/goods/164773671,김경미,커뮤니케이션북스,2025년 11월,"12,000","12,000",,126
783,164512812,도메인 주도 설계를 위한 함수형 프로그래밍,https://www.yes24.com/product/goods/164512812,스콧 블라신 저/박주형 편역,제이펍,2025년 11월,"28,800","32,000",10%,"1,290"
784,163744828,PyTorch로 배우는 딥러닝과 생성형 AI,https://www.yes24.com/product/goods/163744828,박유성,자유아카데미,2025년 11월,"43,000","43,000",,621
785,163598008,직장인을 위한 미드저니 이미지 & 영상 제작,https://www.yes24.com/product/goods/163598008,"고희청, 박범희",성안당,2025년 11월,"24,300","27,000",10%,402
786,162993187,파이썬 for Beginner,https://www.yes24.com/product/goods/162993187,우재남,한빛아카데미,2025년 11월,"26,000","26,000",,"2,928"
787,162211876,AI 개발자가 되고 싶으세요?,https://www.yes24.com/product/goods/162211876,"배휘동, 홍석용, 오현우, 정금호, 최남규 저 외 1명
                                        
정보 더 보기/감추기



배휘동
홍석용
오현우
정금호
최남규
김성완",로드북,2025년 11월,"22,500","25,000",10%,630
788,162178083,레트로 게임 만들기 with 파이썬,https://www.yes24.com/product/goods/162178083,"조수현, 김이현, 이승현, 노근우",루비페이퍼,2025년 11월,"31,500","35,000",10%,882
789,161924116,바이브 코딩,https://www.yes24.com/product/goods/161924116,이석현,아이콕스(iCox),2025년 11월,"24,300","27,000",10%,"1,284"
790,161918303,운영체제,https://www.yes24.com/product/goods/161918303,"박규석, 배인한 저/김영찬 감수",생능출판사,2025년 11월,"28,000","28,000",,336
791,161614247,PLAY! SOLIDWORKS 2026 ASSEM&DRAW BASIC,https://www.yes24.com/product/goods/161614247,원동현,청담북스,2025년 10월,"19,000","20,000",5%,300
792,161611894,PLAY! SOLIDWORKS 2026 PART BASIC,https://www.yes24.com/product/goods/161611894,원동현,청담북스,2025년 10월,"20,900","22,000",5%,480
793,160603535,핸즈온 바이브 코딩,https://www.yes24.com/product/goods/160603535,정도현,한빛미디어,2025년 10월,"19,800","22,000",10%,"1,722"
794,160497918,파이썬으로 시작하는 머신러닝+딥러닝,https://www.yes24.com/product/goods/160497918,강지영,아이리포,2025년 11월,"25,200","28,000",10%,"1,266"
795,160471520,이것이 UX/UI 디자인이다,https://www.yes24.com/product/goods/160471520,조성봉,위키북스,2025년 10월,"31,500","35,000",10%,600
796,160409598,코딩 1도 몰라도 커서 AI와 대화하며 7가지 프로그램 만들기,https://www.yes24.com/product/goods/160409598,"이상용, 정동진",앤써북,2025년 10월,"16,200","18,000",10%,"1,026"
797,160136114,SAP Public Cloud와 Private Cloud Edition 완전 정복,https://www.yes24.com/product/goods/160136114,권영근,북랩,2025년 10월,"31,500","35,000",10%,378
798,159636882,"AI 음악 생성기, 수노(큰글자책)",https://www.yes24.com/product/goods/159636882,"양종모, 박은비",커뮤니케이션북스,2025년 10월,"25,000","25,000",,84
799,159499662,AI와 정밀 의료,https://www.yes24.com/product/goods/159499662,김효정,커뮤니케이션북스,2025년 10월,"12,000","12,000",,234
800,159417254,나노 바나나,https://www.yes24.com/product/goods/159417254,"문수민, 박범희, 앤미디어",생능북스,2025년 11월,"21,600","24,000",10%,"14,232"
801,159257393,AI와 전문직의 미래,https://www.yes24.com/product/goods/159257393,김예성,커뮤니케이션북스,2025년 10월,"12,000","12,000",,564
802,159171284,가장 상세한 엑셀 함수 대백과,https://www.yes24.com/product/goods/159171284,쿠니모토 아츠코 저/류승우 역,영진닷컴,2025년 10월,"25,200","28,000",10%,"1,746"
803,159074904,한글 2022,https://www.yes24.com/product/goods/159074904,전경숙,교학사,2025년 10월,"13,500","15,000",10%,258
804,158727530,스타트업 서비스 설계는 처음인데요,https://www.yes24.com/product/goods/158727530,강대명,더 타이즈,2025년 10월,"29,700","33,000",10%,"2,496"
805,155152306,"리액트, Next.js로 완성하는 프론트엔드",https://www.yes24.com/product/goods/155152306,강경석,영진닷컴,2025년 10월,"32,400","36,000",10%,"1,842"
806,155062669,예제로 배우는 CATIA V5 기초,https://www.yes24.com/product/goods/155062669,"김한승, 강병호, 김창완",좋은땅,2025년 02월,"19,800","22,000",10%,96
807,155060238,UX 교과서,https://www.yes24.com/product/goods/155060238,앤서니 콘타 저/이미령 역,길벗,2025년 10월,"29,700","33,000",10%,582
808,154648338,할루시네이션을 줄여주는 프롬프트 엔지니어링,https://www.yes24.com/product/goods/154648338,한성민,한빛미디어,2025년 09월,"28,800","32,000",10%,858
809,154254878,"돈 되는 AI, 어디서부터 무엇을 어떻게 해야 할까",https://www.yes24.com/product/goods/154254878,장동인,리코멘드,2025년 09월,"22,500","25,000",10%,"4,398"
810,154254873,AI와 미술 교육,https://www.yes24.com/product/goods/154254873,손지현,커뮤니케이션북스,2025년 09월,"12,000","12,000",,246
811,154238820,디지털 마케팅 용어 도감,https://www.yes24.com/product/goods/154238820,다케우치 테츠야 저/김모세 역,정보문화사,2025년 09월,"20,700","23,000",10%,390
812,154230854,코딩테스트로 배우는 파이썬 문제 풀이로 문법과 알고리즘을 한 번에 끝내는 실전 입문서,https://www.yes24.com/product/goods/154230854,엄가온,콩콩 컴퍼니,2025년 09월,"19,300","19,300",,234
813,154159841,요즘 개발자를 위한 시스템 설계 수업,https://www.yes24.com/product/goods/154159841,"디렌드라 신하, 테자스 초프라 저/양문규 역",길벗,2025년 09월,"31,500","35,000",10%,"6,444"
814,154100759,AI와 여가·관광,https://www.yes24.com/product/goods/154100759,이정은,휴먼북스(교재),2025년 08월,"20,000","20,000",,84
815,154076881,크리핵티브의 한 권으로 끝내는 웹 해킹 바이블,https://www.yes24.com/product/goods/154076881,하동민(크리핵티브),한빛미디어,2025년 10월,"54,000","60,000",10%,"2,382"
816,153848263,처음 배우는 명암·구도·배색 : 그리고 싶은 그림을 배우는 일러스트 기초,https://www.yes24.com/product/goods/153848263,시마자키 조제 저/고영자 역,영진닷컴,2025년 09월,"18,000","20,000",10%,"1,158"
817,153613588,헤드 퍼스트 소프트웨어 아키텍처,https://www.yes24.com/product/goods/153613588,"라주 간디, 마크 리처드, 닐 포드 저/유동환, 최영수 역",한빛미디어,2025년 09월,"33,300","37,000",10%,"1,668"
818,153499985,밑바닥부터 시작하는 웹 브라우저,https://www.yes24.com/product/goods/153499985,"파벨 판체카, 크리스 해럴슨 저/이형욱, 최병운 역",한빛미디어,2025년 09월,"40,500","45,000",10%,"2,250"
819,153085270,AI 3대 강국,https://www.yes24.com/product/goods/153085270,박영선,나남출판사,2025년 09월,"16,200","18,000",10%,798
820,153061112,"생성형 AI와 엔트리로 12가지 인공지능 작품 만들기 with 뤼튼, 캔바, 미리캔버스, 투닝, ChatGPT, 위스크, 수노",https://www.yes24.com/product/goods/153061112,"전진아, 김수연",앤써북,2025년 09월,"18,900","21,000",10%,"3,372"
821,152649327,"미드저니와 ComfyUI로 완성하는, 게임 그래픽",https://www.yes24.com/product/goods/152649327,양영민,비엘북스,2025년 08월,"29,700","33,000",10%,"2,022"
822,152579254,AI와 문화 기술,https://www.yes24.com/product/goods/152579254,김돈정,커뮤니케이션북스,2025년 09월,"12,000","12,000",,456
823,152363144,초보자도 쉽게 배우는 엑셀 2024 길라잡이,https://www.yes24.com/product/goods/152363144,김영주,정보문화사,2025년 09월,"20,700","23,000",10%,966
824,152307412,AI와 국악 창작 교육,https://www.yes24.com/product/goods/152307412,"권혜근, 정영선",커뮤니케이션북스,2025년 08월,"12,000","12,000",,144
825,152302455,데이터 리터러시를 높이는 데이터 시각화,https://www.yes24.com/product/goods/152302455,네이선 야우 저/한상택 역,인사이트(insight),2025년 09월,"29,700","33,000",10%,"1,662"
826,152026446,프롬프트 엔지니어의 업무 가이드북,https://www.yes24.com/product/goods/152026446,최영우,책과나무,2025년 08월,"19,800","22,000",10%,564
827,151881498,쓱 하고 싹 배우는 미리캔버스,https://www.yes24.com/product/goods/151881498,김영미,영진닷컴,2025년 08월,"12,600","14,000",10%,"1,236"
828,151789405,정지훈의 양자 컴퓨터 강의,https://www.yes24.com/product/goods/151789405,정지훈,한빛미디어,2025년 08월,"21,600","24,000",10%,"12,552"
829,151780100,된다! 하루 만에 만드는 AI 사진 & 이미지,https://www.yes24.com/product/goods/151780100,김원석,이지스퍼블리싱,2025년 08월,"16,020","17,800",10%,"3,942"
830,151761784,Do it! 알고리즘 코딩 테스트 파이썬 편,https://www.yes24.com/product/goods/151761784,김종관,이지스퍼블리싱,2025년 09월,"31,500","35,000",10%,"2,136"
831,151682700,라즈베리파이5로 구현하는 사물인터넷(IoT)과 인공지능(AI) 자율주행 자동차,https://www.yes24.com/product/goods/151682700,"이현, 김경연, 김명생",광문각,2025년 08월,"26,000","26,000",,474
832,151379311,돌꿈_컴기초꿈트리(윈도우11_AI 친구들),https://www.yes24.com/product/goods/151379311,KIE 기획연구실 저/방컴(쌤과 아이들) 감수,아카데미소프트,2025년 09월,"12,600","14,000",10%,"1,386"
833,151347071,데이터ㆍAI 시스템 아키텍트를 위한 실무 가이드,https://www.yes24.com/product/goods/151347071,윤대희,위키북스,2025년 08월,"37,800","42,000",10%,636
834,151170115,챗GPT와 엑셀로 만드는 주식 & 암호화폐 자동매매 시스템,https://www.yes24.com/product/goods/151170115,설근민,제이펍,2025년 08월,"22,500","25,000",10%,"2,496"
835,151152657,AI 영상×미드저니·런웨이·소라·클링·하이루오,https://www.yes24.com/product/goods/151152657,안재홍,길벗,2025년 08월,"23,400","26,000",10%,"4,086"
836,151045539,그림으로 개념 잡는 네트워크 입문,https://www.yes24.com/product/goods/151045539,C.I.K,앤써북,2025년 08월,"15,930","17,700",10%,420
837,150866742,LLM 상담과 심리 치료,https://www.yes24.com/product/goods/150866742,강수정,커뮤니케이션북스,2025년 08월,"12,000","12,000",,210
838,150795058,딥러닝 제대로 이해하기,https://www.yes24.com/product/goods/150795058,사이먼 J. D. 프린스 저/고연이 역,제이펍,2025년 08월,"34,200","38,000",10%,"2,883"
839,150724085,챗GPT와 함께하는 주식 데이터 분석,https://www.yes24.com/product/goods/150724085,이진규 저/김동준 감수,영진닷컴,2025년 08월,"19,800","22,000",10%,"2,328"
840,150709449,교사를 위한 실무 한글 _ 학교 업무 효율성 높이는 66제,https://www.yes24.com/product/goods/150709449,한동규,앤써북,2025년 08월,"15,930","17,700",10%,"3,120"
841,150556693,챗GPT 공부 혁명,https://www.yes24.com/product/goods/150556693,"전지영, 백수현, 이효진, 장수영, 손소영",포르체,2025년 08월,"20,700","23,000",10%,"1,650"
842,150321727,AI와 미래 자율 제조,https://www.yes24.com/product/goods/150321727,"원홍인, 이상아, 윤종필, 이상목",커뮤니케이션북스,2025년 08월,"12,000","12,000",,168
843,150240159,Do it! 알고리즘 코딩 테스트 C++ 편,https://www.yes24.com/product/goods/150240159,김종관,이지스퍼블리싱,2025년 08월,"35,100","39,000",10%,"1,710"
844,150027797,기업과 고객을 파괴하는 해킹과 사이버 보안의 모든 것,https://www.yes24.com/product/goods/150027797,"유진 스파포드, 리 메트칼프, 조사이어 다이크스트라 저/김경곤, 장은경 역 외 1명
                                        
정보 더 보기/감추기



유진 스파포드
리 메트칼프
조사이어 다이크스트라
김경곤
장은경
박기성",책만,2025년 08월,"29,700","33,000",10%,"2,226"
845,149866407,AI와 디지털 헬스케어,https://www.yes24.com/product/goods/149866407,임미가,커뮤니케이션북스,2025년 08월,"12,000","12,000",,192
846,149745776,만화로 쉽게 배우는 시계열 분석,https://www.yes24.com/product/goods/149745776,다카하시 이치로 저/권기태 역,성안당,2025년 07월,"16,200","18,000",10%,252
847,149680614,아는 만큼 보이는 생성형 AI,https://www.yes24.com/product/goods/149680614,김주영,길벗,2025년 07월,"19,800","22,000",10%,"1,692"
848,149659316,가장 쉬운 독학 캔바 첫걸음,https://www.yes24.com/product/goods/149659316,"원정민, 조영진, 신명진, 이상수",동양북스(동양books),2025년 07월,"24,750","27,500",10%,"1,548"
849,149432094,오늘부터 회사에서 AI 합니다,https://www.yes24.com/product/goods/149432094,"이활석, 업스테이지 AI 교육 부문",디지털북스,2025년 07월,"19,800","22,000",10%,888
850,149421496,쉽게 배우는 운영체제,https://www.yes24.com/product/goods/149421496,조성호,한빛아카데미,2025년 07월,"33,000","33,000",,"3,240"
851,149405513,라이노 3D로 주얼리를 만들자,https://www.yes24.com/product/goods/149405513,김현철,창조와지식,2025년 07월,"23,400","26,000",10%,144
852,149374586,AI 의인화,https://www.yes24.com/product/goods/149374586,"김보경, 김소연",커뮤니케이션북스,2025년 07월,"12,000","12,000",,84
853,149243919,구글 AI Gemini 그림 초등왕,https://www.yes24.com/product/goods/149243919,코딩 코치스,BOOKK(부크크),2025년 07월,"15,800","15,800",,222
854,149193207,인프라 엔지니어의 교과서,https://www.yes24.com/product/goods/149193207,사노 유타카 저/김성훈 역,길벗,2025년 07월,"19,800","22,000",10%,"1,698"
855,148848952,AI 융합 교육 교사,https://www.yes24.com/product/goods/148848952,김귀훈,커뮤니케이션북스,2025년 07월,"12,000","12,000",,120
856,148767861,생성형 AI를 활용한 논문 작성법,https://www.yes24.com/product/goods/148767861,김귀훈 등,홍릉,2025년 06월,"29,000","29,000",,990
857,148704026,마인크래프트 건축 가이드 마법 프로젝트,https://www.yes24.com/product/goods/148704026,Mojang Studio 저/강세중 역,영진닷컴,2025년 07월,"12,600","14,000",10%,"1,080"
858,148703391,파이썬으로 배우는 소프트웨어와 인공지능,https://www.yes24.com/product/goods/148703391,"조행래, 윤종희, 서영석, 박영덕",영남대학교출판부(知YU智),2025년 06월,"25,000","25,000",,168
859,148420115,인공 인간,https://www.yes24.com/product/goods/148420115,"수잔 슈나이더 저/이해윤, 김성묵 역",한울아카데미,2024년 05월,"22,000","22,000",,120
860,148368955,잘 통하는 보고서 작성의 비밀,https://www.yes24.com/product/goods/148368955,임영균,한빛미디어,2025년 07월,"18,000","20,000",10%,"2,322"
861,148350160,AI 에디터 커서 Cursor 완벽 가이드,https://www.yes24.com/product/goods/148350160,키노시타 유이치로 저/김모세 역,영진닷컴,2025년 07월,"19,800","22,000",10%,"2,712"
862,148184558,따라 하며 배우는 유니티 게임 개발,https://www.yes24.com/product/goods/148184558,"아라카와 다쿠야, 아사노 유이치 저/윤준 역",한빛미디어,2025년 06월,"21,600","24,000",10%,"1,008"
863,148181079,실무에서 SQL을 다루는 기술,https://www.yes24.com/product/goods/148181079,마크 사이먼 저/조은옥 역,한빛미디어,2025년 06월,"29,700","33,000",10%,"1,188"
864,148121780,디자인 경험을 바꾸는 UX/UI 디자인 with AI,https://www.yes24.com/product/goods/148121780,유훈식,한빛미디어,2025년 06월,"28,800","32,000",10%,"1,302"
865,147983588,생성형 AI 업무 활용 정석 - 테스팅 업무 적용편,https://www.yes24.com/product/goods/147983588,권원일,STA(소프트웨어테스팅연구소),2025년 06월,"27,000","30,000",10%,594
866,147977458,버려지는 디자인 통과되는 디자인 - 편집 디자인,https://www.yes24.com/product/goods/147977458,"이미정, 유은진",길벗,2025년 07월,"20,700","23,000",10%,"3,192"
867,147976869,소플의 처음 만난 Next.js,https://www.yes24.com/product/goods/147976869,이인제,한빛미디어,2025년 06월,"35,100","39,000",10%,570
868,147965771,크리에이터를 위한 ChatGPT 활용 대전,https://www.yes24.com/product/goods/147965771,쿠니모토 치사토 저/챗GPT 연구회 역,정보문화사,2025년 06월,"18,000","20,000",10%,786
869,147870513,AI와 사이버 보안,https://www.yes24.com/product/goods/147870513,이승은,커뮤니케이션북스,2025년 06월,"12,000","12,000",,210
870,147867784,MOS 365 Word Associate,https://www.yes24.com/product/goods/147867784,"김경희, 오해강",시대인,2025년 06월,"13,500","15,000",10%,570
871,147852321,"인공지능, 주식분석 좀 부탁해",https://www.yes24.com/product/goods/147852321,곽경일,비제이퍼블릭(BJ퍼블릭),2025년 07월,"21,600","24,000",10%,564
872,147752757,상상력을 작품으로 미리캔버스,https://www.yes24.com/product/goods/147752757,"김지혜, KIE 기획연구실",아카데미소프트,2025년 06월,"12,600","14,000",10%,516
873,147626022,생성형 AI 활용 백과사전,https://www.yes24.com/product/goods/147626022,"다쿠치 카즈히로, 모리시마 료코, 이시타니 마사키 저/서수환 역",길벗,2025년 06월,"21,600","24,000",10%,"4,230"
874,147569986,깃허브 액션으로 구현하는 실전 CI/CD 설계와 운영,https://www.yes24.com/product/goods/147569986,노무라 도모키 저/김완섭 역,제이펍,2025년 07월,"25,200","28,000",10%,798
875,147569950,기후 위기와 인공지능,https://www.yes24.com/product/goods/147569950,이천환,커뮤니케이션북스,2025년 06월,"12,000","12,000",,354
876,147569409,테디노트의 랭체인을 활용한 RAG 비법노트 [심화편],https://www.yes24.com/product/goods/147569409,이경록,리코멘드,2025년 06월,"25,200","28,000",10%,"2,256"
877,147562377,C# 교과서,https://www.yes24.com/product/goods/147562377,박용준,길벗,2025년 06월,"35,100","39,000",10%,"1,668"
878,147338262,AI로 하루 만에 영상 만들기 with 런웨이,https://www.yes24.com/product/goods/147338262,"송태민, 서광민",한빛미디어,2025년 06월,"18,000","20,000",10%,"1,926"
879,147132535,코딩런 픽셀월드 대모험 피스켈&엔트리,https://www.yes24.com/product/goods/147132535,코딩연구소,마린북스,2025년 05월,"13,500","15,000",10%,474
880,147124214,"AI가 대체하는, 대체 못하는 노동",https://www.yes24.com/product/goods/147124214,김관욱,커뮤니케이션북스,2025년 06월,"12,000","12,000",,156
881,147098139,LUVIT♥ 실전 백엔드 러스트 Axum 프로그래밍,https://www.yes24.com/product/goods/147098139,윤인도,제이펍,2025년 06월,"22,500","25,000",10%,402
882,147097407,AI와 교육 연극 (큰글자책),https://www.yes24.com/product/goods/147097407,한귀은,커뮤니케이션북스,2025년 06월,"25,000","25,000",,60
883,147081442,입문자를 위한 맞춤형 AI 프로그램 만들기,https://www.yes24.com/product/goods/147081442,다비드스튜디오,길벗,2025년 06월,"25,200","28,000",10%,714
884,147079126,"좋아 보이는 것들의 비밀, 컬러",https://www.yes24.com/product/goods/147079126,최경원,길벗,2025년 06월,"26,100","29,000",10%,"1,146"
885,147078614,회사에서 바로 쓰는 AI 치트키,https://www.yes24.com/product/goods/147078614,"이혜정, 윤재현, 엄혜경",애드앤미디어,2025년 06월,"18,000","20,000",10%,"1,854"
886,147057325,픽셀 아트 마스터 컬렉션,https://www.yes24.com/product/goods/147057325,"ZiMA, 나나미 유키, asaha, 아히루 히츠지, Zennyan 저 외 2명
                                        
정보 더 보기/감추기



ZiMA
나나미 유키
asaha
아히루 히츠지
Zennyan
m7kenji
송지연",AK(에이케이 커뮤니케이션즈),2025년 05월,"24,220","25,500",5%,"1,170"
887,146529821,탄탄한 기초를 위한 PLC 프로그래밍(XGB series),https://www.yes24.com/product/goods/146529821,"김진태, 이현옥",예문사,2025년 05월,"26,100","29,000",10%,924
888,146504169,"당근 하나로 매출 2배, 동네 1등 가게 만드는 실전 전략",https://www.yes24.com/product/goods/146504169,서혜미,아티오,2025년 05월,"15,300","17,000",10%,132
889,146335247,AI를 활용한 법률문서 작성법,https://www.yes24.com/product/goods/146335247,김종엽,(주)박영사,2025년 05월,"27,000","27,000",,"1,836"
890,146143006,열정민쌤의 챗GPT&AI 수업 실전서,https://www.yes24.com/product/goods/146143006,"원정민, 권혜영, 신명진, 이채연",한빛미디어,2025년 05월,"18,000","20,000",10%,"4,254"
891,146041188,네이버 스마트스토어 운영하기,https://www.yes24.com/product/goods/146041188,서미진,한빛미디어,2025년 05월,"18,900","21,000",10%,"1,872"
892,146012578,AI와 게임 인문학 (큰글자책),https://www.yes24.com/product/goods/146012578,박주희,커뮤니케이션북스,2025년 04월,"25,000","25,000",,60
893,146012572,AI와 회계사,https://www.yes24.com/product/goods/146012572,윤양인,커뮤니케이션북스,2025년 05월,"12,000","12,000",,186
894,146012568,AI 영상 제작 트렌드,https://www.yes24.com/product/goods/146012568,진승현,커뮤니케이션북스,2025년 05월,"12,000","12,000",,96
895,146006911,혼자 만들면서 공부하는 딥러닝,https://www.yes24.com/product/goods/146006911,박해선,한빛미디어,2025년 05월,"25,200","28,000",10%,"1,998"
896,146001337,AI와 정책 홍보의 변화,https://www.yes24.com/product/goods/146001337,정휘관,커뮤니케이션북스,2025년 05월,"12,000","12,000",,84
897,145983717,Do it! 오토캐드 2026,https://www.yes24.com/product/goods/145983717,박한울,이지스퍼블리싱,2025년 05월,"26,550","29,500",10%,"3,984"
898,145962625,LLM 엔지니어링,https://www.yes24.com/product/goods/145962625,"폴 이우수틴, 막심 라본 저/조우철 역",한빛미디어,2025년 05월,"34,200","38,000",10%,"1,800"
899,145417424,"AI 대전환 시대, 나는 리더",https://www.yes24.com/product/goods/145417424,"김기진, 황교석, 이재실, 최규철, 김택수 저 외 5명
                                        
정보 더 보기/감추기



김기진
황교석
이재실
최규철
김택수
마은경
이소민
채명석
김대경
최준오",에릭스토리,2025년 04월,"15,300","17,000",10%,108
900,145394077,AI 콘텐츠 트렌드,https://www.yes24.com/product/goods/145394077,김민지,커뮤니케이션북스,2025년 04월,"12,000","12,000",,108
901,145227885,실리콘밸리에서 통하는 파이썬 인터뷰 가이드,https://www.yes24.com/product/goods/145227885,"런젠펑, 취안수쉐 저/신준기 역",제이펍,2025년 05월,"24,300","27,000",10%,240
902,145220345,알고리즘으로 철학하기,https://www.yes24.com/product/goods/145220345,변정수,이상북스,2025년 04월,"23,400","26,000",10%,288
903,145022805,AI와 미래 의사,https://www.yes24.com/product/goods/145022805,임채영,커뮤니케이션북스,2025년 04월,"12,000","12,000",,120
904,145022203,AI와 미래 사회,https://www.yes24.com/product/goods/145022203,손현주,커뮤니케이션북스,2025년 04월,"12,000","12,000",,"1,170"
905,145013501,처음부터 시작하는 Next.js / React 개발 입문,https://www.yes24.com/product/goods/145013501,미요시 아키 저/김모세 역,AK(에이케이 커뮤니케이션즈),2025년 04월,"33,440","35,200",5%,396
906,144980037,예제로 배우는 C++ STL,https://www.yes24.com/product/goods/144980037,빌 와인먼 저/유동환 역,영진닷컴,2025년 04월,"29,700","33,000",10%,486
907,144868498,이게 되네? 챗GPT 미친 크롤링 24제,https://www.yes24.com/product/goods/144868498,박현규,골든래빗,2025년 04월,"23,400","26,000",10%,"2,490"
908,144699966,씽크톡톡 엑셀 2021,https://www.yes24.com/product/goods/144699966,"도용화, 금미정",웰북,2025년 04월,"9,000","10,000",10%,180
909,144693678,인스타그램 마케팅으로 돈벌기,https://www.yes24.com/product/goods/144693678,최영인,성안당,2025년 04월,"22,500","25,000",10%,"1,392"
910,144650380,AI와 반도체,https://www.yes24.com/product/goods/144650380,최종수,커뮤니케이션북스,2025년 04월,"12,000","12,000",,225
911,144554031,할 수 있다! 스마트폰을 활용한 영상 촬영 편집 with 키네마스터,https://www.yes24.com/product/goods/144554031,황점희,시대인,2025년 04월,"10,800","12,000",10%,840
912,144546046,어른을 위한 이것이 인공지능이다,https://www.yes24.com/product/goods/144546046,김명락,슬로디미디어,2025년 04월,"15,120","16,800",10%,156
913,144220706,일러스트와 만화를 위한 포즈 노하우,https://www.yes24.com/product/goods/144220706,마츠오카 신지 저/고영자 역,영진닷컴,2025년 04월,"18,000","20,000",10%,468
914,144165612,"AI, 공정과 편향",https://www.yes24.com/product/goods/144165612,"박규동, 김근혜",커뮤니케이션북스,2025년 03월,"12,000","12,000",,126
915,144129260,교사를 위한 생성형 AI 활용 수업,https://www.yes24.com/product/goods/144129260,김종혜,생능북스,2025년 04월,"14,400","16,000",10%,"1,431"
916,144048800,CATIA(카티아) 쉽게 따라하기,https://www.yes24.com/product/goods/144048800,정경애,구민사,2025년 04월,"28,800","32,000",10%,"1,212"
917,144043886,이토록 쉬운 IT 인프라 기초,https://www.yes24.com/product/goods/144043886,장두환,루비페이퍼,2025년 04월,"19,800","22,000",10%,"1,506"
918,144043578,50개의 프로젝트로 완성하는 파이썬 업무 자동화,https://www.yes24.com/product/goods/144043578,오토코더,위즈앤북,2025년 03월,"19,800","22,000",10%,702
919,144026018,우아한 C 언어 코딩 패턴,https://www.yes24.com/product/goods/144026018,크리스토퍼 프레셰른 저/정기훈 역,인사이트(insight),2025년 04월,"28,800","32,000",10%,258
920,143909071,챗GPT 일타강사의 직장인 업무 만렙 공략집,https://www.yes24.com/product/goods/143909071,이승필,한빛미디어,2025년 03월,"21,600","24,000",10%,"2,076"
921,143753715,요즘 우아한 AI 개발,https://www.yes24.com/product/goods/143753715,우아한형제들,골든래빗,2025년 04월,"21,600","24,000",10%,"2,874"
